Publisher Label,Publisher URI,RegistrationDate,Ethnicity,Nationality,Reason,Need,Age,DecisionDate,Decision,DecisionCode
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/09/2005 00:00:00,White: British,Not Rec,end AST not arrears,dependent children,20,29/09/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/09/2005 00:00:00,No Information Provided,Not Rec,sleeping rough,vulnerable-mental illness,34,29/09/2005 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/09/2005 00:00:00,Black/BlkBrit: African,Not Rec,eviction - relatives,young person 16/17 yrs,18,29/09/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/08/2005 00:00:00,White: Other,Not Rec,emergency e.g. fire,dependent children,41,29/09/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/09/2005 00:00:00,White: British,Not Rec,rent arrears - LA,vulnerable - old age,68,29/09/2005 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/06/2005 00:00:00,Asian/AsBrit: Indian,Not Rec,eviction - parents,young person 16/17 yrs,16,30/09/2005 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/08/2005 00:00:00,Other,Not Rec,changed immigration circs,vulnerable - physical,36,30/09/2005 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/06/2005 00:00:00,White: British,Not Rec,DV - partner,domestic violence/ threat,18,30/09/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/07/2005 00:00:00,White: British,Not Rec,eviction - parents,young person 16/17 yrs,16,30/09/2005 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/09/2005 00:00:00,Black/BlkBrit: Other,Not Rec,eviction - friends,dependent children,35,30/09/2005 00:00:00,section 198 out,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/07/2005 00:00:00,Asian/AsBrit: Other,Not Rec,DV - partner,dependent children,37,30/09/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,04/08/2005 00:00:00,Asian/AsBrit: Pakistani,Not Rec,eviction - parents,young person 16/17 yrs,17,03/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/09/2005 00:00:00,White: British,Not Rec,leaving prison,no priority need,53,03/10/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/09/2005 00:00:00,White: British,Not Rec,eviction - parents,young person 16/17 yrs,19,03/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/09/2005 00:00:00,Black/BlkBrit: African,Not Rec,rent arrears - private,dependent children,33,03/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/09/2005 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end tied accommodation,dependent children,44,03/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/08/2005 00:00:00,White: British,Not Rec,relationshp brkdwn not DV,dependent children,21,03/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/08/2005 00:00:00,Asian/AsBrit: Other,Not Rec,eviction - relatives,dependent children,31,03/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/09/2005 00:00:00,Black/BlkBrit: African,UK National,resident llord eviction,dependent children,25,03/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/09/2005 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,dependent children,28,03/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/07/2005 00:00:00,White: British,Not Rec,eviction - parents,pregnant,18,03/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/08/2005 00:00:00,White: British,Not Rec,eviction - relatives,vulnerable-mental illness,43,03/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/02/2003 00:00:00,Black/BlkBrit: Caribbean,Not Rec,eviction - parents,pregnant,24,04/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/07/2003 00:00:00,White: British,Not Rec,eviction - friends,dependent children,43,04/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/09/2005 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end NASS accommodation,dependent children,40,04/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/09/2005 00:00:00,Other,Not Rec,end AST not arrears,dependent children,39,04/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/05/2005 00:00:00,Asian/AsBrit: Other,Not Rec,eviction - friends,dependent children,29,04/10/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/05/2005 00:00:00,Asian/AsBrit: Other,Not Rec,eviction - friends,dependent children,29,04/10/2005 00:00:00,"not elig, other",5
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/09/2005 00:00:00,White: British,Not Rec,DV - partner,domestic violence/ threat,31,04/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/09/2005 00:00:00,White: Irish,Not Rec,end NASS accommodation,vulnerable-mental illness,48,05/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/10/2005 00:00:00,White: British,Not Rec,leaving prison,young person 16/17 yrs,20,05/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/09/2005 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,vulnerable - old age,66,06/10/2005 00:00:00,elig asylum home off appt,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/08/2005 00:00:00,White: British,Not Rec,eviction - friends,young person 16/17 yrs,16,06/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/05/2005 00:00:00,Black/BlkBrit: Other,Not Rec,eviction - relatives,vulnerable - old age,63,07/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/07/2005 00:00:00,Black/BlkBrit: Caribbean,Not Rec,end AST not arrears,dependent children,35,07/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/08/2005 00:00:00,White: British,Not Rec,eviction - parents,pregnant,17,07/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/08/2005 00:00:00,White: British,Not Rec,eviction - parents,young person 16/17 yrs,17,07/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,04/10/2005 00:00:00,Asian/AsBrit: Other,Not Rec,eviction - relatives,no priority need,52,07/10/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/09/2005 00:00:00,Black/BlkBrit: African,Not Rec,eviction - friends,young person 16/17 yrs,18,07/10/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/09/2005 00:00:00,White: British,Not Rec,rent arrears - LA,dependent children,29,10/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/09/2005 00:00:00,White: British,Not Rec,eviction - parents,pregnant,27,10/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/10/2005 00:00:00,White: Irish,Not Rec,eviction - relatives,vulnerable - old age,64,10/10/2005 00:00:00,"not elig, other",5
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/07/2005 00:00:00,White: British,Not Rec,eviction - parents,pregnant,19,11/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/06/2005 00:00:00,White: British,UK National,loss of rented - other,vulnerable-mental illness,39,11/10/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/10/2005 00:00:00,Black/BlkBrit: Other,Not Rec,emergency e.g. fire,dependent children,23,11/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/09/2005 00:00:00,Black/BlkBrit: Other,Non-EEA National,eviction - relatives,dependent children,34,11/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/10/2005 00:00:00,White: British,Not Rec,eviction - parents,dependent children,41,11/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/05/2005 00:00:00,Asian/AsBrit: Other,Not Rec,eviction - friends,dependent children,42,12/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/09/2005 00:00:00,White: British,Not Rec,sleeping rough,vulnerable - physical,56,12/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/10/2005 00:00:00,White: British,Not Rec,eviction - parents,dependent children,22,12/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,31/08/2005 00:00:00,White: British,Not Rec,end AST not arrears,dependent children,19,12/10/2005 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/09/2005 00:00:00,White: British,UK National,relationshp brkdwn not DV,pregnant,24,14/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/04/2002 00:00:00,Asian/AsBrit: Pakistani,Not Rec,eviction - relatives,vulnerable - old age,65,14/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/09/2005 00:00:00,Black/BlkBrit: Other,Not Rec,eviction - relatives,young person 16/17 yrs,17,17/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/09/2005 00:00:00,Asian/AsBrit: Pakistani,Not Rec,eviction - friends,vulnerable - old age,64,17/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/09/2005 00:00:00,Asian/AsBrit: Other,Not Rec,eviction - parents,dependent children,46,17/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/10/2005 00:00:00,Asian/AsBrit: Pakistani,UK National,eviction - relatives,dependent children,21,17/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/09/2005 00:00:00,Black/BlkBrit: Other,Non-EEA National,eviction - relatives,no priority need,31,17/10/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/10/2005 00:00:00,Asian/AsBrit: Other,Not Rec,eviction - relatives,young person 16/17 yrs,18,17/10/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,04/10/2005 00:00:00,White: British,Not Rec,DV - assoc pers not partn,young person 16/17 yrs,17,18/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/07/2005 00:00:00,White: Irish,UK National,leaving prison,vulnerable-mental illness,60,18/10/2005 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/10/2005 00:00:00,Asian/AsBrit: Pakistani,Not Rec,rent arrears - private,vulnerable - old age,69,18/10/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/09/2005 00:00:00,Asian/AsBrit: Indian,Not Rec,eviction - relatives,vulnerable - old age,69,19/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/09/2005 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,26,19/10/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/05/2005 00:00:00,Black/BlkBrit: Other,Not Rec,end NASS accommodation,vulnerable-mental illness,46,19/10/2005 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/09/2005 00:00:00,Black/BlkBrit: Caribbean,Not Rec,eviction - parents,dependent children,35,19/10/2005 00:00:00,approved permanent rehous,1
